,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
285,tabou,78,CI,1574189955,81,4.42,-7.36,79.65,3.11
286,huron,1,US,1574189956,57,44.36,-98.21,48.2,6.93
287,padang,100,ID,1574189956,98,-0.92,100.36,68.63,2.17
288,los arcos,20,MX,1574189956,50,18.89,-99.02,78.8,5.82
289,ketchikan,1,US,1574189956,93,55.34,-131.65,39.2,5.82
290,majene,26,ID,1574189956,86,-3.54,118.97,75.88,3.87
291,avera,1,US,1574189957,41,33.19,-82.53,62.6,9.17
292,los llanos de aridane,20,ES,1574189957,68,28.66,-17.92,69.01,9.17
293,palma,31,BR,1574189957,43,-29.73,-53.58,88.11,3.74
294,chancay,90,PE,1574189957,77,-11.56,-77.27,69.8,5.82
295,ampanihy,0,MG,1574189957,69,-24.69,44.75,79.03,9.26
296,puerto suarez,40,BO,1574189957,42,-18.96,-57.8,100.4,5.82
297,ahipara,0,NZ,1574189957,100,-35.17,173.16,51.01,12.19
298,sao filipe,100,CV,1574189957,81,14.9,-24.5,73.85,19.55
299,yumen,18,CN,1574189958,55,40.29,97.04,21.67,1.34
300,pio xii,62,BR,1574189958,55,-3.89,-45.17,88.47,2.89
301,lorengau,66,PG,1574189958,77,-2.02,147.27,82.36,7.49
302,rauma,75,FI,1574189840,93,61.13,21.5,42.8,11.41
303,pipri,90,IN,1574189958,66,24.21,83.02,63.37,2.71
304,charlottesville,1,US,1574189958,76,38.03,-78.48,54.0,3.36
305,camocim,29,BR,1574189958,54,-2.9,-40.84,88.36,15.55
306,boyolangu,100,ID,1574189959,91,-8.09,111.9,72.72,4.07
307,koutsouras,0,GR,1574189959,71,35.03,25.95,63.0,1.99
308,muisne,75,EC,1574189960,74,0.61,-80.02,84.2,8.05
309,palana,100,RU,1574189960,74,59.08,159.95,22.21,12.77
310,chattanooga,1,US,1574189706,50,35.05,-85.31,59.0,3.36
311,mrakovo,75,BA,1574189961,87,43.97,18.28,48.2,3.18
312,praia da vitoria,20,PT,1574189961,67,38.73,-27.07,62.6,15.88
313,devonport,33,AU,1574189961,80,-41.18,146.36,54.0,5.01
314,coahuayana,16,MX,1574189961,57,18.62,-100.35,86.79,2.04
315,deputatskiy,98,RU,1574189961,98,69.3,139.9,-9.18,1.21
316,sorong,62,ID,1574189961,98,-0.86,131.25,71.19,1.07
317,edd,0,ER,1574189962,54,13.93,41.69,86.16,5.35
318,porangatu,43,BR,1574189962,44,-13.44,-49.14,90.75,3.11
319,surgana,83,IN,1574189962,55,20.56,73.64,71.47,3.71
320,dyersburg,1,US,1574189962,51,36.03,-89.39,62.6,14.99
321,nacala,20,MZ,1574189962,88,-14.56,40.69,80.6,5.82
322,fortuna,75,US,1574189663,100,40.6,-124.16,55.99,8.05
323,port lincoln,40,AU,1574189963,22,-34.72,135.86,80.28,16.6
324,pingliang,100,CN,1574189963,64,35.54,106.68,35.89,2.46
325,rettikhovka,78,RU,1574189963,90,44.17,132.77,2.98,4.65
326,cruzeiro do sul,75,BR,1574189963,88,-7.63,-72.67,80.6,2.24
327,leona vicario,40,MX,1574189964,47,20.99,-87.21,82.0,4.7
328,hofn,100,IS,1574189964,72,64.25,-15.21,44.08,22.17
329,tigzirt,43,DZ,1574189964,86,36.57,4.2,43.14,1.9
330,general roca,61,AR,1574189964,8,-39.03,-67.58,93.2,9.17
331,mastic beach,90,US,1574189964,70,40.77,-72.85,48.99,5.82
332,kidal,83,ML,1574189964,9,18.44,1.41,79.38,11.43
333,moose factory,90,CA,1574189965,94,51.26,-80.61,32.0,4.7
334,bacungan,20,PH,1574189965,83,9.87,118.73,78.8,4.7
335,zhicheng,50,CN,1574189965,26,35.04,112.59,43.45,2.89
336,bosobolo,58,CD,1574189965,75,4.19,19.88,76.08,2.04
337,revda,100,RU,1574189966,90,67.94,34.55,25.61,6.4
338,banda aceh,82,ID,1574189966,91,5.56,95.32,73.26,3.71
339,ovsyanka,33,RU,1574189966,88,53.58,126.91,-13.72,2.21
340,grand bank,90,CA,1574189966,100,47.1,-55.77,50.0,19.46
341,vestmannaeyjar,100,IS,1574189966,78,63.44,-20.27,43.74,37.67
342,new milford,75,US,1574189967,61,40.94,-74.02,51.01,12.75
343,show low,40,US,1574189863,23,34.25,-110.03,66.99,17.22
344,acaponeta,25,MX,1574189967,41,22.49,-105.36,91.27,1.52
345,maracacume,61,BR,1574189967,56,-2.04,-45.96,86.31,7.78
346,norrkoping,75,SE,1574189967,93,58.59,16.18,44.6,4.7
347,kudahuvadhoo,50,MV,1574189968,76,2.67,72.89,82.9,10.2
348,punta alta,75,AR,1574189968,46,-27.46,-55.82,93.2,4.7
349,madimba,40,CM,1574189968,83,4.42,9.93,84.2,2.24
350,parrita,75,CR,1574189968,73,9.52,-84.33,77.0,8.05
351,college,75,US,1574189968,70,64.86,-147.8,1.99,6.93
352,neuquen,36,AR,1574189969,8,-38.95,-68.06,93.2,9.17
353,yulara,0,AU,1574189969,8,-25.24,130.99,77.0,6.93
354,swan hill,82,AU,1574189969,67,-35.34,143.56,57.9,7.83
355,meadow lake,90,CA,1574189969,85,54.13,-108.44,23.0,6.93
356,sur,0,OM,1574189969,67,22.57,59.53,74.59,5.61
357,grand gaube,40,MU,1574189970,83,-20.01,57.66,78.8,3.36
358,vila,75,IT,1574189970,100,45.18,8.4,48.0,6.93
359,holme,98,DK,1574189970,100,56.11,10.17,46.4,3.36
360,katsuura,75,JP,1574189970,66,33.93,134.5,50.0,11.41
361,lewiston,90,US,1574189699,93,44.1,-70.21,39.99,4.7
362,humaita,75,AR,1574189970,37,-24.93,-65.37,93.2,6.93
363,melfi,20,IT,1574189971,76,41.0,15.66,55.4,4.7
364,langres,75,FR,1574189971,80,47.87,5.33,36.0,3.36
365,airai,55,TL,1574189971,76,-8.93,125.41,64.99,2.68
366,cidreira,66,BR,1574189971,83,-30.17,-50.22,71.6,17.58
367,bandarbeyla,44,SO,1574189971,84,9.49,50.81,80.64,7.96
368,aljezur,100,PT,1574189972,69,37.31,-8.8,57.99,10.54
369,pag,20,HR,1574189972,87,44.45,15.06,51.8,3.36
370,chagoda,100,RU,1574189973,88,59.16,35.33,37.94,9.69
371,kavaratti,28,IN,1574189973,69,10.57,72.64,83.7,3.89
372,tura,49,RU,1574189973,76,64.27,100.22,-22.63,0.78
373,beyneu,4,KZ,1574189974,86,45.32,55.19,32.22,6.35
374,challapata,0,BO,1574189974,30,-18.9,-66.78,54.09,3.27
375,chernyshevskiy,5,RU,1574189974,88,63.01,112.47,-23.64,5.46
376,pula,75,EC,1574189974,65,-1.95,-79.93,82.4,5.82
377,sangar,100,RU,1574189974,96,63.92,127.47,-19.14,4.5
378,fort nelson,20,CA,1574189974,78,58.81,-122.69,12.2,5.82
379,chenzhou,51,CN,1574189975,67,25.81,113.03,51.17,0.87
380,crotone,40,IT,1574189975,82,39.09,17.12,57.2,3.36
381,flin flon,90,CA,1574189975,85,54.77,-101.88,21.2,11.41
382,baghdad,0,IQ,1574189841,39,33.3,44.38,50.0,8.05
383,jagannathpur,7,BD,1574189975,53,23.88,89.3,69.69,5.01
384,umm lajj,0,SA,1574189975,33,25.02,37.27,75.34,8.48
385,carauari,98,BR,1574189976,96,-4.88,-66.9,77.16,2.17
386,hokitika,26,NZ,1574189976,66,-42.72,170.96,54.07,22.68
387,tallahassee,1,US,1574189873,34,30.44,-84.28,70.0,8.05
388,faqirwali,13,PK,1574189976,35,29.47,73.04,70.63,4.21
389,turukhansk,56,RU,1574189976,86,65.8,87.96,-10.91,2.48
390,ambilobe,51,MG,1574189977,69,-13.19,49.05,80.92,11.99
391,chokurdakh,77,RU,1574189977,99,70.62,147.9,-12.57,1.92
392,harsin,75,IR,1574189977,55,34.27,47.59,35.6,6.93
393,dong hoi,98,VN,1574189977,91,17.48,106.6,68.99,9.44
394,tecoanapa,40,MX,1574189977,70,16.99,-99.26,86.0,9.17
395,srednekolymsk,100,RU,1574189977,96,67.46,153.71,-18.06,6.33
396,guerrero negro,67,MX,1574189978,60,27.97,-114.04,73.13,9.24
397,quatre cocos,40,MU,1574189978,83,-20.21,57.76,78.8,3.36
398,alpena,90,US,1574189978,80,45.06,-83.43,39.2,4.7
399,belmonte,98,PT,1574189978,89,40.36,-7.35,48.0,4.0
400,kokkola,90,FI,1574189978,93,63.84,23.13,42.01,10.29
401,contamana,72,PE,1574189978,36,-7.35,-75.01,98.19,3.24
402,torrington,1,US,1574189978,34,42.06,-104.18,62.6,3.36
403,kabo,18,CF,1574189979,40,7.69,18.62,82.27,3.53
404,marsa matruh,20,EG,1574189979,56,31.35,27.25,68.0,3.36
405,san quintin,100,PH,1574189979,91,17.54,120.52,71.85,3.02
406,oktyabrskiy,90,RU,1574189979,93,55.61,37.97,39.99,6.71
407,port shepstone,98,ZA,1574189827,91,-30.74,30.45,61.97,7.74
408,beringovskiy,100,RU,1574189979,71,63.05,179.32,27.57,28.39
409,emerald,40,AU,1574189979,69,-23.53,148.16,73.4,8.05
410,constitucion,20,MX,1574189980,49,23.99,-104.67,69.01,5.82
411,moron,40,HT,1574189980,69,18.56,-74.26,82.2,9.31
412,mbanza-ngungu,100,CD,1574189980,92,-5.25,14.87,72.28,1.77
413,krasnorechenskiy,9,RU,1574189980,77,44.63,135.35,5.29,13.71
414,nsoko,61,ZA,1574189981,100,-27.07,31.93,66.2,3.56
415,lagoa,20,PT,1574189981,67,37.14,-8.45,57.99,3.36
416,port macquarie,90,AU,1574189981,68,-31.43,152.91,68.0,8.05
417,chipinge,21,ZW,1574189981,67,-20.19,32.62,75.36,6.17
418,chunoyar,96,RU,1574189981,96,57.45,97.32,6.44,5.32
419,makinsk,84,KZ,1574189981,96,52.63,70.42,-12.59,5.39
420,iralaya,75,HN,1574189982,94,15.0,-83.23,77.0,9.17
421,thompson,90,CA,1574189728,92,55.74,-97.86,19.4,4.7
422,faya,0,SA,1574189982,72,18.39,42.45,62.6,2.24
423,mount gambier,97,AU,1574189766,100,-37.83,140.78,46.4,9.17
424,isla vista,1,US,1574189982,41,34.41,-119.86,75.99,5.21
425,ouesso,66,CG,1574189982,92,1.61,16.05,73.31,2.24
426,boguchany,100,RU,1574189982,96,58.38,97.46,-3.3,4.45
427,pitimbu,75,BR,1574189983,62,-7.47,-34.81,84.2,14.99
428,harrismith,69,ZA,1574189983,60,-28.27,29.13,58.8,4.07
429,peniche,90,PT,1574189983,93,39.36,-9.38,54.0,10.29
430,tessalit,97,ML,1574189983,11,20.2,1.01,73.11,13.53
431,sayat,91,TM,1574189984,30,38.78,63.88,42.8,6.93
432,saint george,75,GR,1574189984,88,39.45,22.34,64.4,10.29
433,vredendal,0,ZA,1574189984,52,-31.68,18.49,63.23,19.66
434,sinnamary,7,GF,1574189984,78,5.38,-52.96,82.71,15.14
435,bijie,100,CN,1574189985,92,27.3,105.3,41.02,4.94
436,port blair,46,IN,1574189985,75,11.67,92.75,83.08,11.68
437,ballina,20,IE,1574189985,100,54.11,-9.15,46.0,9.17
438,caceres,86,CO,1574189985,71,5.53,-74.53,80.26,3.44
439,morgan city,1,US,1574189850,33,29.7,-91.21,77.0,6.93
440,borovoy,0,RU,1574189985,79,63.23,52.89,0.68,1.54
441,zhoucheng,35,CN,1574189986,80,31.35,119.33,41.0,4.47
442,kirovskiy,100,RU,1574189986,89,45.09,133.51,3.96,6.55
443,gedo,90,ET,1574189986,81,9.01,37.45,57.43,3.47
444,matamoros,1,US,1574189986,48,25.87,-97.51,82.4,10.29
445,mananjary,100,MG,1574189986,95,-19.16,46.8,65.08,3.31
446,hearst,100,CA,1574189986,99,49.69,-83.67,35.08,3.29
447,sterling,40,US,1574189730,61,39.0,-77.4,55.4,4.85
448,nelson bay,90,AU,1574189987,77,-32.72,152.14,68.0,14.99
449,bulgan,29,MN,1574189987,71,48.81,103.53,9.63,2.77
450,naguabo,1,PR,1574189988,74,18.21,-65.73,87.01,9.17
451,pozhva,0,RU,1574189988,96,59.09,56.08,-1.16,6.08
452,shahr-e kord,20,IR,1574189988,71,32.33,50.85,32.0,6.93
453,linxia,100,CN,1574189988,38,35.6,103.21,27.5,2.55
454,leningradskiy,99,RU,1574189988,93,69.38,178.42,11.41,6.89
455,ilulissat,75,GL,1574189989,68,69.22,-51.1,28.4,12.75
456,pombas,45,BR,1574189989,55,-15.9,-54.74,87.31,2.21
457,naco,75,MX,1574189989,46,31.32,-109.94,71.01,4.7
458,joao pessoa,75,BR,1574189928,62,-7.12,-34.86,84.2,14.99
459,youhao,95,CN,1574189989,98,47.86,128.84,-2.15,3.91
460,talas,1,KG,1574189990,51,42.52,72.24,31.78,1.66
461,sorland,75,NO,1574189990,81,67.67,12.69,44.6,19.46
462,inuvik,90,CA,1574189990,76,68.36,-133.71,-2.2,1.59
463,grootfontein,20,NA,1574189990,8,-19.56,18.1,87.8,6.93
464,barra,78,GM,1574189991,51,13.49,-16.54,86.0,1.12
465,azacualpa,20,HN,1574189991,65,15.34,-88.55,82.0,6.93
466,khorinsk,0,RU,1574189991,78,52.16,109.78,-4.85,1.88
467,saint anthony,90,US,1574189992,65,43.97,-111.68,51.8,3.36
468,namibe,66,AO,1574189992,82,-15.19,12.15,70.95,17.4
469,saint-francois,90,FR,1574189993,82,46.42,3.91,41.0,3.36
470,caborca,100,MX,1574189993,94,30.58,-111.1,64.99,14.5
471,noumea,10,NC,1574189960,82,-22.28,166.46,75.99,3.36
472,mount isa,2,AU,1574189993,22,-20.73,139.49,64.4,3.36
473,tonota,75,BW,1574189993,61,-21.44,27.46,78.8,9.17
474,ostrovnoy,99,RU,1574189993,83,68.05,39.51,21.74,22.32
475,kaitangata,100,NZ,1574189993,75,-46.28,169.85,47.48,22.82
476,den helder,75,NL,1574189994,93,52.96,4.76,42.8,8.05
477,weinan,24,CN,1574189994,37,34.5,109.46,46.99,1.21
478,komsomolskiy,41,RU,1574189994,81,67.55,63.78,-14.93,6.22
479,tyulgan,99,RU,1574189994,67,52.34,56.17,11.17,8.95
480,lerwick,20,GB,1574189994,74,60.15,-1.15,37.4,4.7
481,cabo rojo,1,PR,1574189994,54,18.09,-67.15,89.01,6.93
482,les cayes,1,HT,1574189995,67,18.19,-73.75,81.7,1.95
483,khoy,0,IR,1574189995,67,38.55,44.95,37.6,1.43
484,rochegda,62,RU,1574189995,90,62.67,43.41,11.71,8.5
485,sao joao da barra,90,BR,1574189995,88,-21.64,-41.05,75.2,16.11
486,kandrian,65,PG,1574189995,96,-6.21,149.55,72.46,0.69
487,mitsamiouli,20,KM,1574189996,70,-11.38,43.28,84.2,11.41
488,mahibadhoo,68,MV,1574189997,75,3.78,72.97,82.99,7.78
489,svetlogorsk,1,RU,1574189997,76,53.14,59.15,-5.8,8.95
490,sao gabriel da cachoeira,75,BR,1574189997,79,-0.13,-67.09,86.0,3.36
491,victor harbor,85,AU,1574189997,24,-35.55,138.62,78.8,11.41
492,san juan,0,AR,1574189997,24,-31.54,-68.53,93.45,12.01
493,visby,90,SE,1574189998,81,57.64,18.3,48.99,18.34
494,namwala,72,ZM,1574189998,64,-15.75,26.45,77.14,4.79
495,hervey bay,40,AU,1574189998,88,-25.3,152.85,73.0,3.36
496,goksun,0,TR,1574189998,43,38.02,36.5,50.0,6.93
497,beaumont,1,US,1574189752,44,30.09,-94.1,77.0,3.67
498,hualmay,21,PE,1574189999,54,-11.1,-77.61,73.31,9.89
499,georgetown,75,GY,1574190000,66,6.8,-58.16,91.4,11.41
500,hasaki,96,JP,1574190001,62,35.73,140.83,51.8,10.29
501,montrose,100,GB,1574190004,60,56.71,-2.47,35.01,13.65
502,tiarei,20,PF,1574190005,69,-17.53,-149.33,82.4,4.7
503,steamboat springs,1,US,1574189964,49,40.48,-106.83,53.6,2.39
504,nizhniy ingash,90,RU,1574190006,83,56.2,96.53,18.1,3.09
505,poum,90,MK,1574190006,87,41.28,20.71,50.0,3.36
506,beckley,75,US,1574190006,52,37.78,-81.19,51.8,9.17
507,nuevo progreso,1,US,1574190008,48,26.05,-97.95,82.4,12.75
508,sobolevo,100,RU,1574190010,89,54.43,31.9,35.19,7.56
509,gizo,0,IL,1574190012,22,31.8,34.94,64.4,6.93
510,maniitsoq,95,GL,1574190013,80,65.42,-52.9,25.75,2.55
511,slave lake,90,CA,1574189988,81,55.28,-114.77,32.0,2.84
512,sibolga,100,ID,1574190014,98,1.74,98.78,71.56,1.14
513,kaoma,100,ZM,1574190015,85,-14.8,24.8,68.99,2.71
514,abu dhabi,0,AE,1574190002,78,24.47,54.37,77.0,6.93
515,beziers,30,FR,1574189924,81,43.35,3.22,45.0,5.82
516,marathon,90,CA,1574190016,100,48.72,-86.38,35.6,4.7
517,mocuba,57,MZ,1574190016,73,-16.84,36.99,80.19,4.74
518,minab,90,IR,1574190016,82,27.15,57.07,68.0,3.96
519,baoning,66,CN,1574190017,71,25.34,110.03,53.6,4.47
520,tautira,20,PF,1574190017,69,-17.73,-149.15,82.4,4.7
521,havre-saint-pierre,90,CA,1574190017,40,50.23,-63.6,35.6,9.17
522,aswan,0,EG,1574190018,33,24.09,32.9,77.0,9.17
523,menongue,0,AO,1574190018,35,-14.66,17.68,71.55,4.38
524,solnechnyy,100,RU,1574190018,85,50.72,136.64,9.25,5.21
525,manzil kamil,20,TN,1574190019,62,35.62,10.67,59.0,4.7
526,sirohi,51,IN,1574190019,50,24.89,72.86,66.7,1.63
527,vestmanna,100,FO,1574190019,86,62.16,-7.17,37.4,12.75
528,tashara,91,RU,1574190019,96,55.52,83.51,-10.73,6.24
529,xichang,53,CN,1574190020,96,27.88,102.25,39.49,3.51
530,rawson,96,AR,1574190020,27,-43.3,-65.11,75.88,28.79
531,ercis,0,TR,1574190020,68,39.03,43.36,28.4,4.7
532,bougouni,17,ML,1574190020,23,11.42,-7.49,86.63,2.19
533,poltavka,93,RU,1574190021,89,54.36,71.76,-8.66,11.45
534,baykit,2,RU,1574190021,90,61.68,96.39,-23.1,3.04
535,wad rawah,0,SD,1574190021,11,15.16,33.13,79.36,10.36
536,kabin buri,100,TH,1574189783,55,13.95,101.72,73.99,5.14
537,honningsvag,75,NO,1574190022,79,70.98,25.97,37.4,19.46
538,nyurba,100,RU,1574190022,93,63.29,118.35,-10.34,7.63
539,gat,100,SN,1574190022,54,14.69,-16.54,95.0,11.41
540,jacqueville,20,CI,1574190022,79,5.21,-4.42,84.2,8.05
541,fare,27,PF,1574190022,75,-16.7,-151.02,79.54,6.58
542,rockland,75,CA,1574189945,55,45.55,-75.29,37.0,3.36
543,ulladulla,75,AU,1574190023,82,-35.36,150.48,59.0,4.7
544,deer lake,90,CA,1574190023,99,49.18,-57.43,33.8,17.22
545,piacabucu,52,BR,1574190024,64,-10.41,-36.43,82.02,11.41
546,arica,46,CL,1574190024,60,-18.48,-70.32,75.2,13.87
547,winslow,75,GB,1574190024,100,51.94,-0.88,43.0,5.82
548,witney,75,GB,1574190024,93,51.78,-1.49,45.0,4.7
549,atar,100,MR,1574190024,13,20.52,-13.05,81.12,8.75
550,zhaoyang,0,CN,1574190025,78,42.68,126.03,6.75,8.5
551,shenyang,0,CN,1574190025,66,41.8,123.43,15.8,6.71
552,shahrud,51,IR,1574190025,69,36.42,54.97,41.25,13.24
553,watsa,48,CD,1574190025,93,3.04,29.53,67.8,1.7
554,darhan,18,MN,1574190025,83,49.49,105.92,-4.16,1.83
555,manadhoo,47,MV,1574190025,72,5.77,73.38,83.07,6.4
556,trairi,62,BR,1574190026,41,-3.28,-39.27,91.56,13.76
557,truckee,90,US,1574189994,54,39.33,-120.18,62.01,15.61
558,igarka,99,RU,1574190027,99,67.47,86.57,-8.57,6.55
559,henties bay,13,NA,1574190027,81,-22.12,14.28,61.0,5.01
560,kupang,100,ID,1574190027,75,-10.16,123.6,80.85,8.63
561,plouzane,90,FR,1574190028,81,48.38,-4.62,51.8,11.41
562,san francisco,40,CO,1574190000,73,1.17,-76.88,69.8,6.93
563,waddan,0,LY,1574190028,26,29.16,16.14,72.54,4.25
564,clearwater,75,US,1574189803,49,27.97,-82.8,72.0,5.82
565,pimentel,74,BR,1574190028,46,-3.7,-45.5,92.3,3.09
566,christchurch,48,NZ,1574189900,81,-43.53,172.64,51.01,11.41
567,rotterdam,45,NL,1574190029,100,51.92,4.46,42.01,3.36
568,burnie,42,AU,1574189955,92,-41.05,145.91,54.0,5.01
569,seoul,1,KR,1574189966,85,37.57,126.98,32.0,1.12
570,nova venecia,94,BR,1574190011,83,-18.71,-40.4,79.25,8.81
571,brae,83,GB,1574190029,74,60.4,-1.35,37.4,6.93
